44.851,10.909,5,2.1
44.864,11.11,5,2.2
44.816,11.139,28.8,2.3
44.866,11.044,11.1,2.2
44.922,10.913,5,2.8
44.817,11.106,25.5,2.2
44.898,11.035,5,2.1
44.864,11.122,5.4,2.9
44.808,11.387,9,2.2
44.883,10.952,7.8,2
44.887,10.989,9.7,2.2
44.904,10.954,5,2.2
44.895,10.934,5.1,2.1
44.898,11.096,5,2.5
44.916,11.596,10,2.2
44.719,11.135,28,2.4
38.966,16.927,5.8,3.1
44.813,11.478,9.8,2.3
44.846,11.05,28.4,2.3
44.789,11.478,9,2.5
44.818,11.358,4,3.1
44.904,11.047,12,2.4
44.794,11.173,30.3,2.7
44.863,10.918,9.9,2.8
44.89,10.98,8.7,4.2
44.812,10.52,35.7,2.9
44.899,10.988,2.8,3.6
44.889,11.142,17.5,2.2
44.693,11.013,31.1,2.2
44.876,10.979,9,2.3
44.91,11.13,5,2.9
38.841,15.296,264,2.8
44.828,11.028,17.9,2.5
44.893,11.208,4.1,2.1
44.924,11.134,1.1,2.5
44.845,11.105,7.9,2.5
44.841,10.93,19.2,2.4
44.914,11.076,3.3,2.7
44.815,11.358,8.8,2.2
44.916,10.999,5.1,2.3
44.849,11.348,11,2.5
44.885,10.912,7.5,3.3
44.88,10.867,5.8,4
39.866,16.101,7.5,2.3
44.872,11.421,5,2.5
44.779,11.279,5,2.5
44.911,10.912,4.6,2.4
44.883,10.941,6.9,2.6
44.855,11.115,8.8,2.3
44.82,11.365,9.8,2.6
44.874,10.9,3.2,2.7
44.921,11.031,5,2.5
44.839,11.194,10.9,2.1
44.82,11.47,8.3,3.2
39.886,16.115,8.3,2.6
44.888,10.974,4.4,3.2
44.836,11.252,7.9,2.3
44.895,11.049,5,2.3
44.925,11.074,2.3,2.6
44.945,11.108,5,2.5
44.914,10.889,5,2.5
44.861,10.963,5.9,2.3
44.901,11.04,5.1,2.3
44.935,10.93,4.8,2.4
44.895,11.085,5,3
44.932,11.063,13.1,2.3
44.955,11.063,10.4,2.4
42.809,6.489,6.7,2.5
44.898,11.346,2,2.3
44.917,11.075,5,2.5
44.906,10.884,5,2.6
44.881,11.376,15.1,2
44.827,11.332,11.6,2.5
42.587,13.223,14.2,2.3
44.93,11.025,10,2.4
44.798,11.057,7.1,2.4
44.901,11.266,3,2.3
44.872,11.262,4.5,3.6
44.868,11.241,5,2.9
43.274,12.727,12,2
45.075,11.092,8.7,2.5
39.894,15.568,8.7,3
44.892,11.152,2.5,2.2
44.894,11.007,5,2.2
44.907,11.082,7.3,2.4
45.052,11.107,10,2.7
44.736,11.18,14.7,2.5
44.903,11.135,22,2.3
44.693,11.19,20.4,2.2
44.772,11.092,5,2.1
44.852,11.052,7,2.4
44.855,11.101,22.2,2.5
44.889,11.098,2.5,2.4
44.841,11.149,32,2.3
44.916,10.907,3.7,2.4
44.858,10.982,3.3,2
44.694,11.167,28.5,2
44.744,11.007,10,2.3
44.862,11.096,5,2.2
44.862,11.022,7.6,2.2
44.711,10.949,30.4,2.2
44.69,10.887,31.4,2.2
45.036,10.846,6.6,2
44.718,10.997,32.2,2.4
44.756,11.019,28.3,2.1
44.832,11.162,5.3,2.4
44.883,11.05,11.1,2
45.067,10.953,2.4,2.2
44.881,11.235,3.7,2.6
44.907,11.002,1.8,2.1
44.865,11.144,5,2.2
44.717,11.162,24.1,2.6
44.884,11.048,5.4,2.3
44.897,10.885,7.4,2.1
44.914,11.024,2.9,2.1
44.826,11.533,2,2
44.883,10.887,4.8,2.1
44.889,11.064,5,2.5
44.878,11.12,2.9,2.8
44.918,11.044,2.1,2.2
44.96,11.053,6.2,2.3
44.858,11.026,21.8,2.5
44.883,10.919,8.9,2.8
44.966,10.947,10,2.2
39.859,16.124,5.5,2.8
44.883,11.407,11,2.7
44.863,11.252,11.4,2.6
44.904,10.989,7.3,2.6
44.853,11.228,10.7,2.4
44.924,11.003,17.8,2.2
44.933,10.881,4,2.5
44.855,11.155,19.7,2.3
44.908,11.032,20.7,2.3
44.901,11.1,9.3,3
44.9,10.963,1.8,2.7
44.898,11.273,15.4,2.4
44.886,11.117,5,2.5
44.851,10.958,30.7,2.9
44.935,11.023,10.9,2.7
44.887,11.068,1.2,3.2
44.888,10.943,10,2.2
44.926,10.962,10.3,2
44.846,11.179,9.6,2.5
44.87,10.929,5,2.5
44.83,10.928,10,2.2
44.849,11.254,7.5,2.4
44.823,11.272,9.8,2.6
44.865,11.255,13.6,2.4
44.936,10.972,8.4,2.8
38.431,14.819,117.5,2.9
44.795,10.875,29.5,2.3
44.859,11.238,8.7,3.2
44.89,10.95,7.2,2.5
44.869,10.911,31.5,2.7
44.856,11.164,8.6,2.9
44.809,11.487,8.9,2.4
44.909,11.055,10,2.8
44.899,11.094,5.7,3
44.889,10.949,3.2,2.7
44.83,11.267,10.5,2.5
44.931,10.937,5,3.8
44.904,11.106,5,2.7
44.888,11.04,5,2.9
44.788,11.055,19.6,2.6
44.83,10.982,5,2.1
44.881,10.949,10.9,2.6
44.914,10.943,5.1,3.3
44.901,10.895,5.9,2.7
44.907,10.906,5.8,2.5
44.957,10.932,3.7,2.8
44.871,10.993,23.1,2.8
44.921,11.146,19.7,2.3
44.917,11.051,6,2.8
44.877,10.971,6.9,2
44.919,10.966,2.7,2.6
44.738,11.192,27.3,2.4
44.922,11.069,1.1,2.4
44.922,11.068,9.7,2.5
44.902,10.931,2.2,2.6
44.907,11.039,8,3.1
44.901,10.88,4.9,2.6
44.887,10.994,6.9,2.5
44.97,11.061,7.8,3.3
44.888,10.956,9.7,2.9
44.884,11.001,10.5,2.3
44.897,10.914,9.1,2.3
44.899,10.978,6.1,2.3
44.903,10.956,5,3
44.841,11.14,10,2.6
44.89,10.904,7.1,2.5
44.87,11.095,6.6,3.4
44.884,11.092,8.8,2.7
44.834,11.171,9.6,2.1
44.886,11.151,25,2.4
44.881,10.934,8.1,2.1
44.869,10.972,9.1,2.1
44.965,11.048,10.1,2.6
44.91,10.973,4.7,2.9
44.924,10.963,3.4,2.1
44.88,11.048,7.7,2.1
44.908,10.904,6.6,2.2
44.808,11.245,9.7,2.1
44.94,10.919,5.7,2.3
44.869,11.079,9.5,2.2
44.885,11.13,10,2
44.873,10.91,8.9,2.2
44.899,11.047,5,2
44.843,11.141,5,2.4
44.788,11.405,10.2,2.1
44.907,10.906,5.9,2.4
44.927,10.905,5.6,2.5
44.897,10.98,5.8,2.2
44.897,10.98,5.8,2.4
44.917,11.033,2.4,2.1
44.886,10.913,8.8,2.2
44.871,10.949,10.7,2
44.875,10.957,7.6,2.2
44.873,11.043,2.4,2.7
44.886,10.99,9.8,2.3
44.843,11.151,7.3,2
44.866,11.045,32.1,2.2
44.911,10.96,10.3,2.2
44.908,11.055,5,2.3
44.906,10.871,8,2.6
44.887,10.962,10,2.4
44.789,11.438,10.2,2.4
45.011,10.894,10,2.8
44.878,11.047,8,2.1
44.864,11.065,9.9,3.1
44.9,10.924,6.1,3
44.901,11.06,6.2,2.6
44.864,11.109,8,2.4
44.917,10.924,4.3,2.1
44.831,11.041,24,2.8
44.943,10.949,3.4,2.4
44.868,11.133,2.1,2.1
44.881,10.949,1.7,2.5
44.892,10.971,5,2.4
44.878,10.876,9.4,2.5
44.889,11.02,5,2.6
44.912,10.889,1.6,2.2
44.957,10.909,10,2.1
44.877,10.935,3.3,2.9
44.798,10.914,23.4,2.4
45.001,11.113,1.3,3.2
44.717,11.382,11.3,2.3
44.855,11.097,9.8,2.5
44.886,10.956,10,3
44.864,11.231,7,2.8
44.921,10.947,2.7,3.9
44.864,11.222,7.9,2.4
44.902,11.088,10,2.7
44.961,11.108,5,2.3
44.831,10.931,25,2.4
44.867,11.273,5.9,2.3
44.822,11.081,9.4,2.3
44.936,11.085,2.8,2.6
42.8,6.034,10,2
44.797,11.223,14.5,2.2
44.852,11.126,11.1,2.6
44.944,11.071,5,2.7
44.58,10.92,35,2.6
44.915,10.884,10,3
44.939,11.018,10,2.6
44.718,11.1,19.6,2.6
44.865,10.908,28.1,2.9
44.871,10.896,9.4,2.5
44.722,11.226,26.8,2.4
44.869,11.096,10,3
44.916,11.1,3,2.2
44.808,10.889,26.5,2.7
44.903,10.959,11,2.8
44.892,11.129,5,3.1
44.87,10.958,28.7,2.8
44.893,10.985,10,3.2
44.904,10.973,21.4,3
44.877,11.12,8.5,3
44.914,11.034,6.4,2.4
44.877,11.08,10.7,2.2
44.853,11.139,13.1,2.9
44.882,11.068,20.6,3.9
44.977,10.778,10,2.7
44.903,11.049,24.8,3.7
44.838,11.192,27.2,3.1
44.689,10.959,28.8,2.5
44.844,11.175,10.6,3.1
44.906,10.947,4.2,2.7
44.863,11.063,29.1,3.1
44.943,10.902,10.2,2.9
44.96,10.886,6.3,3
44.799,11.021,10,3.1
45.029,11.129,0.6,2.6
44.869,11.051,11.1,2.1
44.866,11.224,2.4,2.2
44.905,10.958,4.8,2.4
44.822,11.197,5,2.2
44.535,11.073,10,2.8
44.343,11.781,10,2.6
44.903,10.954,5.7,2.5
44.898,10.925,4.1,2.4
44.42,11.299,10,2.8
44.898,10.956,9,3
44.918,10.903,3,2.3
44.865,11.064,2.5,2.9
44.891,11.039,10,2.8
44.895,11.322,10,2.5
44.92,11.057,5,2.7
44.926,11.064,5,2.4
44.868,10.967,2.9,2.2
44.884,10.994,10,2.7
44.934,10.999,5.1,2.7
44.919,11.096,2.7,2.5
44.917,10.998,4.5,3.1
44.893,10.977,10,2.6
44.902,11.013,10,2.7
44.795,11.189,10,2.7
44.873,11.058,25.5,2.9
44.912,11.06,5.2,3
44.692,11.32,10,3.8
44.876,11.076,15,4
44.879,10.947,5.4,5.2
44.873,10.95,11,4.9
44.89,11.01,6.8,5.3
44.854,11.081,4.6,2.4
44.877,11.109,8,3.6
44.87,11.085,4.2,2.6
44.889,10.977,8,3.3
44.911,11.101,1.3,2.5
44.894,11.109,2.3,2.8
44.902,11.113,9.4,3.2
44.864,10.928,10.8,3.1
44.838,11.132,11.1,2.1
39.886,16.112,8.7,2.3
44.892,11.053,1.2,4.2
44.82,11.016,10.2,3.3
44.891,11.03,5,2.5
44.927,11.038,3.3,2.8
44.859,11.023,11,3.5
44.928,10.973,5,3.1
44.917,11.035,10,3.5
44.908,10.925,6.9,3.2
44.761,11.394,7.4,2.6
44.922,11.046,1.2,2.6
44.804,11.258,8,2.8
44.904,10.963,7.1,3.4
44.892,10.962,5.3,4.2
44.892,10.978,10.5,3.6
44.857,11.055,10,3.7
44.86,11.186,5,3
44.854,11.106,10,4.7
44.901,10.943,3.2,4.5
44.879,11.079,10.3,3.8
44.88,11.131,5,3.9
44.949,11.129,5.7,3
44.875,11.076,10,3
44.893,11.056,5,3.3
44.913,11.117,5,2.9
44.888,11.12,5.9,3.7
44.911,10.934,5,2.9
44.906,11.043,10,3
44.916,11.048,11,2.9
44.89,11.094,16.6,3.1
44.944,11.008,8.2,3
44.965,10.945,10,3.2
44.84,11.071,10,3.1
44.855,11.122,7.4,3.2
44.916,11.11,5,3.2
44.885,11.062,5,3.6
44.874,10.934,11,3.6
44.915,11.085,8,3.6
44.927,11.11,10,3.6
44.926,11.036,10.4,4.1
44.854,10.992,10,4
44.85,11.09,10.2,5.8
44.909,11.462,10.6,2.1
41.755,14.139,9,2
44.856,11.464,2.3,2
44.872,11.376,1.2,2.2
39.878,16.112,6.8,2.8
44.83,11.244,14.2,2.8
44.878,11.628,10,2
44.863,11.111,4.2,2.4
44.854,11.218,7.9,2.1
39.891,16.104,3.2,2.8
44.878,11.28,1.5,2.7
44.839,11.121,9.9,2.2
44.839,11.256,7.8,3.2
44.839,11.126,16.7,2.2
44.905,11.141,3.2,2.9
44.868,11.144,3.5,2
44.907,11.146,3.9,2.1
44.875,11.118,3.8,2.2
44.85,11.325,10.5,2.1
38.378,15.408,112.5,2.6
44.89,11.18,5,2.8
44.891,11.161,3.3,2.4
38.719,15.67,160.6,2.6
44.893,11.2,5,2.3
44.84,11.08,7,2.4
44.874,11.097,1.5,2.3
44.829,11.432,5.6,2.7
44.887,11.363,1.9,2.5
44.897,11.342,3.2,2.1
44.966,11.054,6.3,2.2
44.936,10.985,9.6,2.4
44.882,11.253,10.2,2.2
44.919,11.214,17.6,2.5
39.892,16.115,4.6,2.1
44.892,11.284,10.8,2.4
47.082,9.485,2.8,2.3
44.906,11.21,17.4,2.7
39.856,16.115,2.6,2.3
39.89,16.11,8.8,2.2
44.918,11.082,2.3,2.4
44.769,11.409,7.3,2.3
44.915,11.158,15,2.3
44.78,11.046,28.9,2.2
44.723,11.312,1.4,2.3
39.906,16.094,8,3.2
39.884,16.114,6.8,2.1
44.894,11.136,5,2.6
39.859,16.118,3,4.3
44.854,11.223,15.2,2.2
44.871,11.095,3.1,2.1
44.871,11.189,7.6,2.4
44.875,11.166,10,2.1
44.83,11.382,7.2,2
44.901,11.106,5.3,2.9
44.842,11.325,7.6,2.1
44.756,11.371,10.7,2.2
44.813,11.371,2.4,2.2
44.807,11.431,6.7,2.1
44.857,11.199,7.4,2.1
44.904,11.15,2,2.4
44.892,11.15,4.1,3.8
44.744,11.395,10.9,2.4
44.972,11.117,2.2,2.1
44.899,11.256,10,2.2
44.882,11.158,4.7,4
44.875,11.266,8,2.4
44.839,11.081,11,2.9
44.796,11.255,11,2.3
44.929,11.25,9.8,2.6
44.703,11.155,25.9,2.2
44.833,11.375,11.4,3.1
44.92,11.09,16.1,2.2
44.762,11.261,19.3,2.8
44.886,11.078,9,2.1
44.831,11.203,10.1,2.2
44.895,11.064,4.6,2.7
44.897,11.073,9.4,2.6
44.853,11.372,4,2.2
44.96,11.392,4,2.1
44.844,11.441,9.9,2.2
44.902,11.065,4.4,2
44.865,11.353,5.1,3.2
44.836,11.278,11.7,2.3
44.891,11.137,17.7,2.2
44.907,11.141,4,2.8
44.822,11.277,10,2.2
44.842,11.333,6.6,2.4
44.87,11.061,9.5,2.3
38.552,14.777,10,2.2
44.904,11.193,4,2.3
44.916,11.072,5.4,2.7
39.803,16.198,3.8,2
42.115,15.759,25.4,2.5
44.867,11.314,10.7,2.3
44.868,11.398,10.2,2.1
44.792,11.073,8.4,2.3
44.882,11.365,8.3,2.1
44.791,11.142,10,2
44.855,11.217,11.9,2.1
44.818,11.452,10,2
44.838,11.166,10.4,3.8
44.985,11.234,11,2.2
44.909,11.209,2.2,2.1
43.145,10.792,4.9,2
44.862,11.245,10.8,2.3
44.859,11.232,10.5,2.1
44.879,11.278,2.3,2.4
44.861,11.243,16.5,2
44.52,6.748,11.6,2.4
44.847,11.235,11.5,2
44.835,11.231,10.2,3.2
44.827,11.198,11.8,2.2
44.876,11.244,7.4,2.8
39.897,16.016,8.5,2.2
44.905,11.064,3.7,2.4
44.877,11.246,5.8,2.3
44.896,11.234,5,2.2
44.769,11.319,20.4,2
44.824,11.247,13.1,2.9
44.812,11.399,6.3,2.5
44.86,11.234,8.3,2.4
44.822,11.263,11.2,2.9
44.868,11.248,6.2,3.4
44.839,11.38,7.1,2.7
44.881,11.262,15.1,2.1
39.8,16.232,9.1,2
44.858,11.138,22.7,2
44.888,11.152,10.1,2.3
44.894,11.086,9.2,2.2
43.302,12.839,61.6,2.3
44.888,11.121,5,2.3
44.82,11.231,16.3,2.5
44.85,11.177,15.5,2.4
44.911,11.102,10.8,2.1
44.891,11.169,4,2.1
44.908,11.033,10.1,2
44.883,11.12,25.1,2.1
41.504,12.921,5.1,2.4
44.798,11.366,24.8,2.3
44.836,11.414,14.3,2
44.836,11.251,8.3,2.2
44.861,11.032,23.2,2.4
44.857,11.293,9.5,2.1
44.911,11.168,0.6,2.2
44.851,11.394,16.3,2.1
44.876,11.087,9.5,2.5
44.899,11.071,20.7,2.4
44.925,11.193,15,2.1
44.909,11.073,10,2.3
44.623,11.245,26.1,2.4
44.902,11.104,5,3.4
44.902,11.318,4.7,2
44.883,11.108,10,4
44.816,11.284,10,2.5
45.255,6.647,5.7,2.5
44.872,11.076,3.8,3.2
44.887,11.084,8.8,2.6
44.849,11.254,9.2,2.9
44.827,11.271,5.8,2
44.858,11.22,6.2,2
44.861,11.258,6.1,3.9
44.827,11.308,10,2.7
42.894,6.515,9.1,2.3
44.847,11.401,12.4,2.5
44.873,11.232,6.9,2.9
44.84,11.245,9.4,2.4
44.893,11.307,3.8,3.2
44.83,11.241,10.9,2.4
44.863,11.279,11,2.3
44.839,11.268,10.6,2.3
44.848,11.295,8,2.8
44.839,11.244,11.2,2.4
44.876,11.142,27,2.4
36.925,15.097,9.7,2.6
44.892,11.277,23.8,2
36.547,14.831,37.7,2.6
44.863,11.381,5.1,2.1
44.871,11.335,6.1,2
44.868,11.342,10.3,2.9
44.903,11.064,1.5,2.5
43.405,12.748,16.5,2
44.78,11.215,10.1,2.5
44.899,11.095,3.4,2.7
44.9,11.17,14.6,2
44.875,11.135,9.4,2
44.853,11.13,10,2.1
44.875,11.257,8.8,2.1
44.871,11.298,9.2,2.3
44.899,11.012,3.6,2.8
44.844,11.134,7.9,2.2
44.9,11.093,2.7,2.6
44.896,11.177,3.5,2.2
44.941,11.061,10.3,2.5
44.752,11.132,7.6,2.3
44.817,11.29,10.9,2.5
37.198,15.404,10,2
44.896,11.12,12.1,2.4
44.875,11.248,17.2,2.6
44.868,11.293,5.9,3.3
44.863,11.284,7.3,2.4
44.933,11.09,10.7,2.9
44.831,11.384,3,2.3
44.881,11.139,4.3,2.6
44.807,11.126,15.5,2.7
44.89,11.336,2.2,2.3
44.87,11.197,1.4,3.4
44.824,11.123,10,2.1
44.708,11.376,16.9,2.3
44.844,11.181,6.9,2.3
44.853,11.396,10,2.3
44.868,11.295,10,2.5
44.912,11.312,6,3
44.879,11.133,6,2.2
44.909,11.319,2.2,2.7
44.857,11.35,9.8,2.2
44.895,11.165,1.2,2.8
44.889,11.226,2.8,2.4
44.892,11.336,10.1,2.2
44.801,11.005,9.2,2.1
44.867,11.136,3.4,2
44.87,11.156,4.5,2.9
44.847,11.104,9.1,2.5
44.852,11.34,10,2.1
44.837,11.265,10.1,2.6
44.899,11.131,4.3,3
44.833,11.15,10.1,2.6
44.834,11.128,9.9,2.3
44.832,11.061,10,2.1
44.861,11.252,5.7,2.7
44.888,11.273,8.8,2.6
44.727,11.372,17.9,2.4
44.865,11.347,10,2.3
44.868,11.251,4.8,4.3
44.893,11.285,10,2.2
44.859,11.31,10,2.5
44.958,11.386,22.4,2.2
44.894,11.089,5,2.4
44.899,11.094,8.8,2
44.703,11.197,24.9,2.3
44.9,11.34,8.9,2.3
44.85,11.13,10,2.1
44.79,11.45,8.5,2.1
44.92,10.93,10,2.2
44.876,11.363,5.9,2.3
44.894,11.115,6.5,2.2
44.884,11.081,6.8,3.1
42.524,13.255,10.7,2
44.857,11.374,7.1,2.6
41.522,13.703,10,2.1
42.789,12.994,9.7,2.2
44.874,11.121,8,2.7
44.869,11.118,8.9,2.4
41.39,142.01,61,6.2
44.66,11.268,20.1,2.5
44.872,11.084,10,3
44.79,11.455,9.2,2.7
44.874,11.413,3,2.5
44.804,11.157,17.5,2.8
44.822,11.19,10.3,2.5
42.29,13.48,8.8,1.5
44.9,11.14,8.3,2.5
44.82,11.43,8.9,3.2
44.894,11.216,5,2.7
44.822,11.433,10,2.3
44.87,11.18,9.7,3.7
44.86,11.28,6.2,2.3
44.898,11.236,5,2.9
44.847,11.188,5.2,2.4
44.894,11.327,17.2,2.2
44.82,11.36,6.9,2.3
44.88,11.18,5,2.6
44.82,11.37,8.5,2.4
37.484,15.062,10.5,2.2
44.87,11.13,9.7,2.3
44.86,11.1,5,2.1
44.888,11.215,6.6,2.4
44.87,11.19,5.9,2.2
44.899,11.13,5.9,2.2
44.9,11.07,5,2
44.872,11.354,7.9,2.4
44.751,11.491,19.4,2.3
44.931,11.252,5.8,2.3
44.85,11.066,9.7,2.2
44.793,11.461,7.3,2.2
44.844,11.296,10.1,2.3
44.959,11.692,10,2.3
44.856,11.306,9.8,2.2
43.717,12.276,10.4,1
44.819,11.413,8.4,2.1
44.928,11.257,8,2.1
44.867,11.298,11,2.4
44.835,11.258,10.6,2.2
44.88,11.08,5,2.3
44.89,11.095,6.6,2.4
44.88,11.38,5,2.4
44.911,11.117,5,2.5
36.677,14.609,11,2.8
44.875,11.332,8,2.3
44.858,11.188,8,2.3
44.851,11.101,9,2.3
44.907,11.24,4.2,2.3
44.897,11.229,3.5,2.2
44.812,11.42,8.8,2.5
44.902,11.193,4.1,3.3
44.902,11.075,5,2.9
39.804,16.196,0.8,2.2
44.85,11.33,9.1,2
44.88,11.19,7.1,3
44.85,11.265,14.9,3.8
44.74,11.232,20.1,2.5
44.891,11.084,5.9,2.7
45.69,7.594,1.4,0.9
44.895,11.152,5,2.4
44.898,11.199,9.5,2.9
44.906,11.098,2.2,2.7
44.898,11.167,4.9,2.8
44.903,11.092,1.6,2.9
44.8,11.07,6.5,2.6
44.913,11.109,1.1,2.6
44.85,11.074,6.9,3.7
44.906,11.083,3,2.5
44.94,11.11,5.6,2.9
44.865,11.292,10,2.3
44.886,11.131,4.9,2.3
44.85,11.395,6.6,2.7
44.86,11.39,4.3,2
44.777,11.478,10.1,2.3
44.82,11.31,9.9,2.4
44.93,11.12,4.1,2.1
44.883,11.124,2.2,2.8
44.89,11.31,6.7,2.3
44.84,11.45,3.2,2.3
44.85,11.28,9.2,2.3
44.898,11.246,2.4,2.9
44.879,11.255,5,3.2
44.83,11.47,1.2,2.2
44.856,11.27,5,2.1
44.858,11.259,10,2.3
44.68,10.88,10,2.4
44.924,11.346,2.2,2.3
44.785,11.128,5,2.4
44.789,11.467,6.4,2.4
44.63,11.28,29.7,2.5
44.78,11.09,10,2.2
44.85,11.161,8.7,2.3
44.844,11.254,9.2,2.5
44.689,11.165,27.3,2.6
44.89,11.32,5.8,2.3
44.78,11.25,21.9,2.4
44.9,11.17,4,2.7
44.913,11.149,0.7,2.5
44.952,11.097,1.6,2.5
43.419,12.552,8.5,0.8
44.88,11.35,8.1,2.2
44.885,11.313,5,2.8
44.9,11.12,5,2.3
44.84,11.36,8,2.2
44.898,11.078,5,2.5
44.887,11.03,5,2.6
44.87,11.25,14.8,3.5
44.861,11.417,6.3,3.1
44.847,11.259,16.7,3.6
44.9,11.14,10,3.4
44.859,11.095,7.4,3.1
44.904,11.433,6.5,2.5
44.809,11.465,8,2.8
44.851,11.348,10.4,4.1
44.839,11.256,15,3.5
44.86,11.28,5.4,2.4
44.88,11.378,5,2.8
44.874,11.286,3.6,2.8
44.95,11.27,3.3,2.6
44.905,11.231,6.3,2.9
44.888,11.194,5,2.5
45.16,11.1,10,2.3
44.96,11.12,5.6,3.3
44.86,11.25,10,2.6
44.89,11.42,5,2.4
44.876,11.265,5.2,2.8
44.892,11.13,2.3,2.3
44.87,11.31,15.5,2.2
44.579,11.263,2.7,2.1
44.898,11.035,10,2.2
44.929,11.147,20.6,2.1
44.894,11.231,10,2.3
44.925,11.179,2.3,3
44.91,11.24,4.5,3.2
44.868,11.235,10,2.4
44.907,11.285,6,2.4
44.931,11.177,28.5,2.5
44.791,11.347,23.2,2.7
44.842,11.343,9.9,2.8
43.599,12.32,9.4,0.4
44.93,11.39,5,2.4
44.85,11.22,6.1,2.4
44.89,11.18,4.5,2.2
44.89,11.42,5,2.3
44.884,11.088,5,2.4
44.879,11.207,5,3.1
38.336,13.568,10,1.6
44.83,11.24,8.2,2.5
44.82,11.42,5,2.3
44.862,11.126,5,2.1
44.881,11.186,9.9,2.3
44.88,11.12,5,3.5
44.9,11.4,10,2.7
45.04,10.87,10,2.2
44.876,11.284,6.9,2.6
44.913,11.134,5,2.7
44.908,11.163,5,2.3
44.87,11.36,5,3.7
44.938,11.639,5,2.2
45.717,7.819,9.7,2.6
44.836,11.479,5,3.6
44.888,11.35,5,2.3
44.87,11.39,5,2.6
44.825,11.425,5.2,2.4
44.89,11.17,10.9,2.8
44.81,11.35,10,2.4
44.915,11.182,5,2.7
44.85,11.32,6.1,2
44.89,11.43,5,2.4
44.906,11.537,5,2.2
44.928,11.455,10,2.5
44.817,11.518,5,2.7
44.883,11.269,10,2.5
44.88,11.18,1.7,2.7
44.86,11.42,5,2.2
44.9,11.13,1.5,3.1
44.9,11.23,10,3.3
44.918,11.195,4.8,2.9
44.88,11.3,5.7,3.1
44.95,11.25,10,3.5
44.88,11.38,3.2,4.5
44.746,11.43,8.5,2.5
44.91,11.19,0.8,2.9
44.92,11.08,1.6,3.1
44.896,11.263,0.5,3
44.9,11.27,1.3,2.5
43.418,12.79,14.1,0.7
44.9,11.3,1.6,2.6
44.859,11.358,7.8,2.2
